Cities,Lat,Lng,Names,users_id,tasks_id
Egvekinot,66.3209809366889,-179.1203341535971,Contract Federated Inc,36,36
Egvekinot,66.32178496261542,-179.12170672082402,Solutions Organization,37,37
Egvekinot,66.32393792683344,-179.12127888938952,Max Interactive Agency,38,38
Egvekinot,66.3217814489552,-179.12258624500475,Application General Data Organization,39,39
Egvekinot,66.32125309729592,-179.12085108079378,Innovation Electronic Co,40,40
Egvekinot,66.32174348972205,-179.1228589879478,Innovation Star Industries,41,41
Egvekinot,66.32377402942505,-179.1218602568348,Hill Application Analysis Corporation,42,42
Egvekinot,66.3211625026459,-179.1235425054294,Network Graphics Corporation,43,43
Egvekinot,66.32243458866529,-179.1223033105435,Data Network International,44,44
Egvekinot,66.32312567224065,-179.12347028174733,Hardware International,45,45
Egvekinot,66.32272823143624,-179.12089710244496,Analysis Solutions Vision International,46,46
Egvekinot,66.32237405140812,-179.12397520075146,Net North Industries,47,47
Egvekinot,66.31969625584749,-179.12209863692382,Design Software Network Corporation,48,48
Egvekinot,66.32062452257597,-179.12320597350114,Software Federated Contract Industries,49,49
Egvekinot,66.31987835756186,-179.1207743479183,Solutions Hill Network Agency,50,50
Egvekinot,66.32049944959664,-179.1229870107567,People Contract Inc,51,51
Egvekinot,66.32061279579354,-179.12078922091206,West Contract Agency,52,52
Egvekinot,66.32105427477137,-179.1231480195425,Hill Universal Limited,53,53
Egvekinot,66.32183867462231,-179.12378177283915,Speed Corporation,54,54
Egvekinot,66.32011002576999,-179.12053066294675,Atlantic South Alpha Industries,55,55
Egvekinot,66.32087846797512,-179.1239593922785,Research Max Galaxy Industries,56,56
Egvekinot,66.32142540001252,-179.12289805581466,Graphics Inc,57,57
Egvekinot,66.3231087773325,-179.12109778603454,Innovation Max Pacific Incorporated,58,58
Egvekinot,66.32321963943758,-179.12079641723713,Net LLC,59,59
Egvekinot,66.32071099948966,-179.12347955991206,Atlantic Digital Co,60,60
Egvekinot,66.32334583725013,-179.12247748673812,Galaxy Studio Inc,61,61
Egvekinot,66.32224265008452,-179.12048330480417,Analysis International,62,62
Egvekinot,66.31997825217422,-179.12169702492812,Source Agency,63,63
Egvekinot,66.31997994256972,-179.12039298423397,Construction Research Incorporated,64,64
Egvekinot,66.32216120195564,-179.1213338216834,Virtual Co,65,65
Egvekinot,66.32056875574757,-179.1202253541286,Galaxy Digital Agency,66,66
Egvekinot,66.32182162718752,-179.12380185116936,Interactive Industries,67,67
Egvekinot,66.32244552715215,-179.12414026129454,Galaxy Future International,68,68
Egvekinot,66.32252813503477,-179.1204278763483,Galaxy Agency,69,69
Egvekinot,66.32318809067358,-179.12313786410735,Network Alpha Limited,70,70
Egvekinot,66.32162171693602,-179.12133343641227,Virtual Universal Industries,71,71
Egvekinot,66.3223887704278,-179.12370673512848,Vision Electronic Limited,72,72
Egvekinot,66.32155843163896,-179.1237870039292,Venture Signal Limited,73,73
Egvekinot,66.32323603329822,-179.12204068061473,Direct Limited,74,74
Egvekinot,66.32385867825907,-179.12105929800217,Star Corporation,75,75
Egvekinot,66.3223063966223,-179.12394738123376,Power Digital Agency,76,76
Egvekinot,66.31967706542584,-179.1232002867003,Innovation Application Power Co,77,77
Egvekinot,66.32260526078946,-179.11998886180203,South Group,78,78
Egvekinot,66.32229270212966,-179.11969397468627,South Virtual Federated Industries,79,79
Egvekinot,66.32183636386273,-179.11986645591676,Analysis Source Research Incorporated,80,80
Egvekinot,66.3199463794836,-179.12078881823317,Star Medicine Frontier Co,81,81
Egvekinot,66.32098954103904,-179.12328185961974,Technology Organization,82,82
Egvekinot,66.3217705675136,-179.12131847990844,Omega Limited,83,83
Egvekinot,66.32292281561627,-179.1234370800647,Hardware Telecom Provider Incorporated,84,84
Egvekinot,66.32149797163487,-179.12305740387356,Internet Industries,85,85
Egvekinot,66.32092537749544,-179.1215742561704,Adventure Corporation,86,86
Egvekinot,66.32122061347991,-179.12350824708022,Vision Venture Hardware Agency,87,87
Egvekinot,66.32325889717018,-179.12265246287345,Analysis Inc,88,88
Egvekinot,66.32350303710564,-179.12146121335678,Star Interactive Organization,89,89
Egvekinot,66.3229818817712,-179.12167412786474,Galaxy Universal Corporation,90,90
Egvekinot,66.3215118285127,-179.1211507556116,Research Star Incorporated,91,91
Egvekinot,66.32342775618703,-179.12090761063754,Source Future Frontier Inc,92,92
Egvekinot,66.32185823134357,-179.12339877587522,Universal Industries,93,93
Egvekinot,66.32102416889073,-179.12094685758248,Future Corporation,94,94
Egvekinot,66.32277196214825,-179.12162155414254,Electronic Signal Limited,95,95
Egvekinot,66.32002998513343,-179.1236766662202,West Industries,96,96
Egvekinot,66.32122776387655,-179.12103904655862,Construction Agency,97,97
Egvekinot,66.32034346500032,-179.1237093646341,Virtual Innovation Hardware Group,98,98
Egvekinot,66.32289025474199,-179.12103898060312,Speed Future Corporation,0,99
Egvekinot,66.31975991740525,-179.12261029681127,Speed Inc,1,100
Egvekinot,66.31989370515818,-179.1214350302501,Frontier Corporation,2,101
Egvekinot,66.32127838590644,-179.12081188957683,Provider Corporation,3,102
Egvekinot,66.3217289288941,-179.12205766641094,Consulting Internet Group,4,103
Egvekinot,66.32162059526901,-179.1207522318727,Net Graphics Incorporated,5,104
Egvekinot,66.32053608489483,-179.12032147025627,Solutions Max Limited,6,105
Egvekinot,66.32120138906086,-179.12297918482918,Hill Contract Building Co,7,106
Egvekinot,66.32323019337007,-179.12320162726613,Innovation Frontier Inc,8,107
Egvekinot,66.32120458076389,-179.12058812208443,Telecom North East Limited,9,108
Egvekinot,66.32272849843386,-179.1234009368128,Signal Inc,10,109
Egvekinot,66.32204474372878,-179.12380493157184,Contract Group,11,110
Egvekinot,66.32183897168697,-179.12064728234589,Max Universal Vision Limited,12,111
Egvekinot,66.32134033095805,-179.12188300059495,Galaxy Technology Data Limited,13,112
Egvekinot,66.3213794715954,-179.12108846322988,Contract International,14,113
Egvekinot,66.32209896375247,-179.12174869943428,West Pacific LLC,15,114
Egvekinot,66.31992917460916,-179.12202507770752,Power Pacific Limited,16,115
Egvekinot,66.32072954788195,-179.12106862651663,Software Architecture Co,17,116
Egvekinot,66.32206194299552,-179.12115668519027,Construction Pacific Network Incorporated,18,117
Egvekinot,66.32139364898694,-179.12156180028975,Research Innovation Inc,19,118
Egvekinot,66.32248822464211,-179.1215348737891,Resource LLC,20,119
Egvekinot,66.32292616460177,-179.12286602569205,Star Omega Organization,21,120
Egvekinot,66.32112001453538,-179.1229673736206,Frontier Solutions Incorporated,22,121
Egvekinot,66.32151794709954,-179.1207506254837,Adventure Studio Source Organization,23,122
Egvekinot,66.32186795874921,-179.12323292376013,Adventure General LLC,24,123
Egvekinot,66.31942664980193,-179.12177480108463,Vision General Galaxy Agency,25,124
Egvekinot,66.32111707703889,-179.12380196885323,Telecom Provider Industries Co,26,125
Egvekinot,66.32272960522602,-179.1210033026222,Technology Virtual Incorporated,27,126
Egvekinot,66.32262664996428,-179.12349272123515,General Adventure Source Limited,28,127
Egvekinot,66.32267589275824,-179.1229244446407,Future Corporation,29,128
Egvekinot,66.32330296955995,-179.1211274440763,Digital Studio Incorporated,30,129
Egvekinot,66.3194139448551,-179.12130705782758,Studio Incorporated,31,130
Egvekinot,66.32338716525766,-179.1230681575112,Provider Digital Pacific Industries,32,131
Egvekinot,66.32137762701682,-179.12235310236503,Hill Galaxy Consulting Corporation,33,132
Egvekinot,66.32183257311837,-179.1200503375506,Internet Virtual North Co,34,133
Egvekinot,66.32202440465716,-179.12284193904978,Application Incorporated,35,134
Egvekinot,66.32299691815665,-179.12027735285648,Hardware Application Graphics Agency,36,135
Egvekinot,66.32049301275225,-179.12198712496382,Future Incorporated,37,136
Egvekinot,66.32145724417904,-179.12104921317757,People International,38,137
Egvekinot,66.32218529556411,-179.12298567177749,Solutions Agency,39,138
Egvekinot,66.3223365328799,-179.12011818713376,West Power Advanced Industries,40,139
Egvekinot,66.32034032775313,-179.12295084305535,Net Advanced LLC,41,140
Egvekinot,66.32150521653976,-179.1200478871017,Venture Federated Consulting Limited,42,141
Egvekinot,66.32064698375262,-179.12197205105267,Architecture Star Resource Limited,43,142
Egvekinot,66.32110576707504,-179.12226235620756,Federated Net Venture Agency,44,143
Egvekinot,66.32223959559657,-179.1217814144515,Atlantic Resource Virtual International,45,144
Egvekinot,66.32337531482725,-179.1228552135879,Industries Max Limited,46,145
Egvekinot,66.32020073361404,-179.12323403135403,Net Incorporated,47,146
Egvekinot,66.32288053077603,-179.12280259710087,South Provider Organization,48,147
Egvekinot,66.3212737616202,-179.12084887208357,Network East Inc,49,148
Egvekinot,66.32274441731228,-179.12081974768967,Construction Co,50,149
Egvekinot,66.32035167828631,-179.12351551429973,Network Organization,51,150
Egvekinot,66.32003786382187,-179.12175273026685,Resource Research Organization,52,151
Egvekinot,66.3200757243341,-179.12057669236452,Adventure North Limited,53,152
Egvekinot,66.32184033898943,-179.12171582609514,Studio Network Industries,54,153
Egvekinot,66.32372979642196,-179.12240822243967,Hill Corporation,55,154
Egvekinot,66.32133369813478,-179.1196870159293,Provider Galaxy Limited,56,155
Egvekinot,66.31956970102539,-179.12105493805555,People Agency,57,156
Egvekinot,66.3206965333504,-179.12030726292497,Architecture Graphics Group,58,157
Egvekinot,66.32036727413146,-179.12074924249774,Venture Group,59,158
Egvekinot,66.32136414142701,-179.1239503282855,Net Bell Solutions Agency,60,159
Egvekinot,66.32179912567248,-179.12140644133734,Application Software Provider Incorporated,61,160
Egvekinot,66.32181540244656,-179.12027871058183,Universal East Corporation,62,161
Egvekinot,66.32123113243458,-179.1205712026592,Direct Research Co,63,162
Egvekinot,66.32331488581418,-179.12177776673772,North Speed Atlantic Incorporated,64,163
Egvekinot,66.32344822869563,-179.12174206483994,Studio Industries,65,164
Egvekinot,66.32339325376434,-179.1203939039848,Source Co,66,165
Egvekinot,66.31975846761415,-179.12207896048682,Alpha People Agency,67,166
Egvekinot,66.31951266268021,-179.12146103830415,Atlantic Studio Technology Industries,68,167
Egvekinot,66.3223394647361,-179.12051114236695,Interactive Corporation,69,168
Egvekinot,66.32145745766348,-179.12177400459754,People Innovation Incorporated,70,169
Egvekinot,66.3208812541585,-179.12331397412183,Galaxy Consulting Frontier Incorporated,71,170
Egvekinot,66.32009863188242,-179.1208180810581,Digital Direct Industries,72,171
Egvekinot,66.3211227043037,-179.12345879584308,Vision Group,73,172
Egvekinot,66.32097882421449,-179.1197985854073,East Atlantic Analysis Corporation,74,173
Egvekinot,66.31954548226096,-179.1211539478679,Analysis LLC,75,174
Egvekinot,66.32291715925372,-179.12288396978207,Solutions Design Incorporated,76,175
Egvekinot,66.32239800928451,-179.1229015080734,Max Agency,77,176
Egvekinot,66.32106568438009,-179.1197319427485,Federated Design Advanced Inc,78,177
Egvekinot,66.31995865546322,-179.12217621782167,Graphics Frontier Source Industries,79,178
Egvekinot,66.3203334540552,-179.12236978774308,Adventure Limited,80,179
Egvekinot,66.32000925132617,-179.1213383736515,Systems Organization,81,180
Egvekinot,66.32357751850527,-179.12205451658602,General Virtual LLC,82,181
Egvekinot,66.32251113502292,-179.12302447335261,Speed Contract West Group,83,182
Egvekinot,66.31995181947582,-179.1227544046955,Adventure Atlantic International,84,183
Egvekinot,66.3227267192745,-179.1236730893434,Power Galaxy Future Industries,85,184
Egvekinot,66.32165818796592,-179.11979238213308,West LLC,86,185
Egvekinot,66.3219044296546,-179.1208058026321,Signal Vision Virtual Incorporated,87,186
Egvekinot,66.32020804243247,-179.123612809616,Design Internet Vision Corporation,88,187
Egvekinot,66.32099586836281,-179.12052816848976,Medicine Atlantic East Agency,89,188
Egvekinot,66.3227364708365,-179.12316897289602,People Max International,90,189
Egvekinot,66.32198875907802,-179.1203559962681,People LLC,91,190
Egvekinot,66.32162363922596,-179.12147897652258,Solutions Frontier General Organization,92,191
Egvekinot,66.32100153244807,-179.11968479377154,Direct LLC,93,192
Egvekinot,66.32330008963281,-179.12204324149744,East Max Net Limited,94,193
Egvekinot,66.32055456869298,-179.12227791954678,Hill Max People Group,95,194
Egvekinot,66.3211145695309,-179.1204619221046,Hill Universal Inc,96,195
Egvekinot,66.32227873482678,-179.1211992556433,Electronics General North Inc,97,196
Egvekinot,66.32045639334645,-179.12384034328107,Vision Signal South Limited,98,197
Egvekinot,66.32036211360719,-179.1237090546721,General Construction Industries,0,198
Egvekinot,66.3215764663334,-179.12128400092377,Hardware Interactive Inc,1,199
Egvekinot,66.32148669418714,-179.12365478653695,Provider Organization,2,200
Egvekinot,66.31994087336996,-179.12358308413687,Architecture Pacific Organization,3,201
Egvekinot,66.32079506896041,-179.12235291706529,Source Analysis Limited,4,202
Egvekinot,66.32129580928097,-179.12060474107093,Vision Galaxy Incorporated,5,203
Egvekinot,66.3221340630938,-179.1227259169964,Design Studio Incorporated,6,204
Egvekinot,66.3205808920139,-179.12076691626257,Construction Agency,7,205
Egvekinot,66.32191363214389,-179.12162851083838,Atlantic Incorporated,8,206
Egvekinot,66.32299244658606,-179.12289717829503,Speed Direct East Incorporated,9,207
Egvekinot,66.3227226302752,-179.12280998076102,Pacific Co,10,208
Egvekinot,66.3231870233581,-179.1237119687319,Venture Adventure South Limited,11,209
Egvekinot,66.32352643971976,-179.1208115040571,Alpha Network Net Inc,12,210
Egvekinot,66.32063372876661,-179.1227879398823,Galaxy Star Organization,13,211
Egvekinot,66.32386263645282,-179.12169418577835,Net Signal People Co,14,212
Egvekinot,66.32377743670816,-179.12287995487736,Contract Universal Industries,15,213
Egvekinot,66.32386111929551,-179.12175243838203,Digital Group,16,214
Egvekinot,66.32387841581915,-179.12114616066904,Power Future Limited,17,215
Egvekinot,66.32019352030024,-179.12185037391467,Application Omega Agency,18,216
Egvekinot,66.32206009975992,-179.1230873241646,Electronic Design Organization,19,217
Egvekinot,66.32185939568438,-179.12315248523112,North Hill Omega International,20,218
Egvekinot,66.32222580286658,-179.1204616035898,Software Net Co,21,219
Egvekinot,66.32291705402437,-179.12334724689313,Electronic Telecom General International,22,220
Egvekinot,66.3232338213756,-179.1201838623775,Design Inc,23,221
Egvekinot,66.3222003494329,-179.11999142760334,Electronic Solutions Star Co,24,222
Egvekinot,66.32237741924132,-179.12089203996663,Bell Technology Future Organization,25,223
Egvekinot,66.32118351451523,-179.12292269275522,Power Systems Frontier Agency,26,224
Egvekinot,66.32089287552151,-179.12057270943757,Federated Adventure Inc,27,225
Egvekinot,66.32239481423039,-179.1199007897747,Solutions Incorporated,28,226
Egvekinot,66.32161648587095,-179.1200727237433,Resource Hardware Software LLC,29,227
Egvekinot,66.32179919346244,-179.12051731276713,Research Internet Electronics Group,30,228
Egvekinot,66.32359515525974,-179.12245537370126,Software Resource Analysis LLC,31,229
Egvekinot,66.32199452088041,-179.1225188242772,Interactive Vision Inc,32,230
Egvekinot,66.32174510617062,-179.12009580887923,Studio Agency,33,231
Egvekinot,66.32230586550986,-179.11982423242625,North Incorporated,34,232
Egvekinot,66.32007531352619,-179.12087790120833,Analysis Galaxy Bell Incorporated,35,233
Egvekinot,66.32241510111865,-179.12208694789592,Innovation Co,36,234
Egvekinot,66.32015019340511,-179.12277660862583,Graphics General Corporation,37,235
Egvekinot,66.32251971465436,-179.11976978926626,Electronics Studio Co,38,236
Egvekinot,66.32363338309258,-179.1221844167709,Net Advanced Design Group,39,237
Egvekinot,66.32336130074292,-179.12031360142464,Electronics Vision Studio Limited,40,238
Egvekinot,66.3223260570141,-179.1240915540737,Max Group,41,239
Egvekinot,66.32260616146435,-179.12233957096137,Software Solutions Group,42,240
Egvekinot,66.32202564659289,-179.11968843293621,Advanced Systems People Group,43,241
Egvekinot,66.32155089663304,-179.1230926068325,East Industries,44,242
Egvekinot,66.32369471640004,-179.12268320404095,Studio Contract Group,45,243
Egvekinot,66.32050316969638,-179.121456525782,Contract Net Advanced Co,46,244
Egvekinot,66.32157860725874,-179.11966110593823,Galaxy Co,47,245
Egvekinot,66.32361700242019,-179.12126542228037,Universal Contract Inc,48,246
Egvekinot,66.32312591564448,-179.12204563938573,Vision Star Inc,49,247
Egvekinot,66.32081679823762,-179.12299689821768,Software Inc,50,248
Egvekinot,66.32220812165288,-179.11977179298242,Advanced Internet Net International,51,249
Egvekinot,66.32374151522724,-179.1208526686343,Alpha Incorporated,52,250
Egvekinot,66.3213216388817,-179.12225925943636,Net Systems Design Inc,53,251
Egvekinot,66.32104956459271,-179.12335595749053,Digital Corporation,54,252
Egvekinot,66.32041389535672,-179.12140245044063,Systems Graphics Limited,55,253
Egvekinot,66.32306600082518,-179.12107033705996,North Corporation,56,254
Egvekinot,66.32102841447757,-179.12066807026508,Advanced Corporation,57,255
Egvekinot,66.32348269358228,-179.12352795826166,Design Software Co,58,256
Egvekinot,66.32274047881099,-179.12217111600435,General Limited,59,257
Egvekinot,66.3217721703096,-179.12065413088754,Star Net LLC,60,258
Egvekinot,66.32355137879306,-179.12338185901461,Frontier Vision Direct Incorporated,61,259
Egvekinot,66.32259032457216,-179.1220899129673,Hardware Galaxy East Industries,62,260
Egvekinot,66.32108053039153,-179.12222198866644,Star Universal Group,63,261
Egvekinot,66.31931000351442,-179.12236935760095,Design Architecture Organization,64,262
Egvekinot,66.3210249113474,-179.11995105973216,Software Future LLC,65,263
Egvekinot,66.3211569853333,-179.12371313808333,Vision Graphics Consulting Corporation,66,264
Egvekinot,66.32336995031797,-179.12297741286855,Innovation Star Consulting Agency,67,265
Egvekinot,66.31978790848262,-179.12344506091793,Telecom General Software International,68,266
Egvekinot,66.32111888394682,-179.1211207258951,Software Inc,69,267
Egvekinot,66.31989705408017,-179.12233073500417,Technology Provider Hardware Co,70,268
Egvekinot,66.32283671285764,-179.12245816152821,Internet Omega Analysis Co,71,269
Egvekinot,66.32214860733038,-179.12424942658365,Analysis Galaxy Group,72,270
Egvekinot,66.31949855612245,-179.1209884842906,Power Adventure Corporation,73,271
Egvekinot,66.3212914436332,-179.12170821220215,Hill West Agency,74,272
Egvekinot,66.32266082941923,-179.12127368147685,Power Advanced Consulting Industries,75,273
Egvekinot,66.32266209120756,-179.12127410582892,Studio Limited,76,274
Egvekinot,66.32138419494608,-179.12145915467764,Internet Limited,77,275
Egvekinot,66.3230956466541,-179.12197770191472,Analysis Vision Atlantic Limited,78,276
Egvekinot,66.32207302417898,-179.119871141588,Digital Limited,79,277
Egvekinot,66.31986965203414,-179.12087747657904,Vision Resource People LLC,80,278
Egvekinot,66.32135207772794,-179.12279967153518,Systems Research Group,81,279
Egvekinot,66.32099734442178,-179.12095554165379,Provider Vision Construction Inc,82,280
Egvekinot,66.32354819056945,-179.12343847141838,East West Net Limited,83,281
Egvekinot,66.3210262723111,-179.1223518542215,Technology Industries Inc,84,282
Egvekinot,66.32312559595333,-179.12140932569892,West Software Future Group,85,283
Egvekinot,66.32028303968976,-179.12213025905828,West International,86,284
Egvekinot,66.32125597908976,-179.12201422729424,General Graphics Architecture Agency,87,285
Egvekinot,66.32143606107384,-179.12307661477035,Hardware Source Data Corporation,88,286
Egvekinot,66.32212187053871,-179.12205394272164,Solutions Omega International,89,287
Egvekinot,66.32272295233565,-179.12402276019586,Contract Telecom Incorporated,90,288
Egvekinot,66.32251225244782,-179.12254326466237,Advanced Incorporated,91,289
Egvekinot,66.32027002771468,-179.12337304409039,Signal Hill Incorporated,92,290
Egvekinot,66.32288358465819,-179.12064800381944,Consulting Future International,93,291
Egvekinot,66.32275551276935,-179.12150453366996,Architecture Corporation,94,292
Egvekinot,66.32089183967612,-179.12304063861134,Resource International,95,293
Egvekinot,66.32120009761715,-179.12343251195472,Network Corporation,96,294
Egvekinot,66.32081503832043,-179.12389336614316,Research Industries,97,295
Egvekinot,66.32230160554245,-179.12366699783308,Research Organization,98,296
Egvekinot,66.32248708107728,-179.12346840308263,Venture Internet Speed Agency,0,297
Egvekinot,66.32227319691471,-179.12214079721633,Universal Source Organization,1,298
Egvekinot,66.3198513882168,-179.12256478213394,Solutions Inc,2,299
Egvekinot,66.32005556711854,-179.12351481998033,Consulting Technology Future Incorporated,3,300
Egvekinot,66.31966633358064,-179.12179127950432,Software Studio Federated Incorporated,4,301
Egvekinot,66.32258540959103,-179.12134997422592,Power Industries,5,302
Egvekinot,66.32157734794372,-179.12324570577383,General Group,6,303
Egvekinot,66.31963871474284,-179.12215305856495,Research Future International,7,304
Egvekinot,66.32279510859509,-179.1216588481474,General Max Design International,8,305
Egvekinot,66.32137919661885,-179.12307953644347,Vision Advanced Net International,9,306
Egvekinot,66.3219079088885,-179.12409208786963,Speed Frontier Industries,10,307
Egvekinot,66.32181400319313,-179.11988498219327,Systems Future Solutions Co,11,308
Egvekinot,66.32199612655609,-179.12055999660396,Vision Corporation,12,309
Egvekinot,66.32191819026805,-179.1209440461486,Hill East International,13,310
Egvekinot,66.32180520246803,-179.12020595252375,Analysis LLC,14,311
Egvekinot,66.31967217410336,-179.12181109555934,Design Incorporated,15,312
Egvekinot,66.32326403497473,-179.1225724915772,Atlantic South Contract Limited,16,313
Egvekinot,66.32157743298026,-179.12310617913315,Electronics Net Virtual Co,17,314
Egvekinot,66.32197708652615,-179.12273504172947,Vision Corporation,18,315
Egvekinot,66.32028874790316,-179.120961889272,Architecture Innovation Group,19,316
Egvekinot,66.32099184948954,-179.121954657045,Building Co,20,317
Egvekinot,66.3200138388865,-179.12148970964518,Net South Co,21,318
Egvekinot,66.32324933447126,-179.1202362592029,Bell Interactive Source Agency,22,319
Egvekinot,66.32260344314025,-179.1233789486111,Resource North Organization,23,320
Egvekinot,66.3211063986877,-179.12040605192604,Contract Power Co,24,321
Egvekinot,66.31995414764583,-179.121201108044,Power Venture Provider Limited,25,322
Egvekinot,66.32144639010342,-179.12226403479391,Network Direct Corporation,26,323
Egvekinot,66.32018049476686,-179.12028558839566,Federated Resource Corporation,27,324
Egvekinot,66.32277677144674,-179.12035244626622,Omega Incorporated,28,325
Egvekinot,66.32319171079169,-179.12163300614117,East Inc,29,326
Egvekinot,66.3230696079353,-179.12361508270808,Internet Virtual Corporation,30,327
Egvekinot,66.32093504509707,-179.12064884786494,Provider Technology Star Co,31,328
Egvekinot,66.31964689887646,-179.1219141195564,Design Innovation Corporation,32,329
Egvekinot,66.32181808209882,-179.12083584946237,Solutions South Co,33,330
Egvekinot,66.32225950786705,-179.12209142637332,Universal Medicine Industries Incorporated,34,331
Egvekinot,66.32299179098206,-179.12274256240602,Hill Direct Limited,35,332
Egvekinot,66.32365517673311,-179.12266547315346,Electronics Bell Inc,36,333
Egvekinot,66.32330907275174,-179.12321916217238,West Galaxy Industries,37,334
Egvekinot,66.32298523532802,-179.12391692831056,Star Galaxy International,38,335
Egvekinot,66.32079194832883,-179.12229517707078,Power Net Limited,39,336
Egvekinot,66.32227739859957,-179.11973272399453,Power Solutions Group,40,337
Egvekinot,66.32383910444898,-179.12257334782416,Vision Research Contract Industries,41,338
Egvekinot,66.32239829049365,-179.1209701142744,Software Solutions LLC,42,339
Egvekinot,66.324009231555,-179.12231287008223,Galaxy Digital Industries,43,340
Egvekinot,66.32294820384381,-179.12204451889914,Architecture Resource Galaxy Organization,44,341
Egvekinot,66.3202147857679,-179.12292760875027,Telecom Inc,45,342
Egvekinot,66.32087364932211,-179.12377002252373,Virtual Industries Vision Corporation,46,343
Egvekinot,66.32320751927658,-179.12376952251637,Power Corporation,47,344
Egvekinot,66.32020379609541,-179.1200871258387,Bell Group,48,345
Egvekinot,66.32095001583848,-179.12057438498442,Star Federated LLC,49,346
Egvekinot,66.32274536177788,-179.12210306779355,Technology Design People Co,50,347
Egvekinot,66.32124998836382,-179.1201711109548,Construction Limited,51,348
Egvekinot,66.32198563857406,-179.12261952508112,Digital Hardware Agency,52,349
Egvekinot,66.32387922142168,-179.1225746823634,Galaxy General Systems Industries,53,350
Egvekinot,66.3221928991183,-179.1228810518683,Architecture Atlantic Group,54,351
Egvekinot,66.32242918917248,-179.11985154262132,East Building LLC,55,352
Egvekinot,66.32366610515055,-179.12271336296268,Software Limited,56,353
Egvekinot,66.32182856575203,-179.12116788248463,Electronic International,57,354
Egvekinot,66.32126783909959,-179.1209462347472,Direct Agency,58,355
Egvekinot,66.32077260782266,-179.12018485720785,Federated Inc,59,356
Egvekinot,66.32387941500502,-179.12260862003168,West Digital Universal Limited,60,357
Egvekinot,66.32273191257129,-179.12271300103174,West Digital Analysis Organization,61,358
Egvekinot,66.31943228490684,-179.12201809942388,Construction Corporation,62,359
Egvekinot,66.3202784334542,-179.12006461580552,Technology Corporation,63,360
Egvekinot,66.32378383397345,-179.12149075566302,Max Hardware Group,64,361
Egvekinot,66.32306664940648,-179.12335118883564,Virtual Adventure Agency,65,362
Egvekinot,66.32274056653303,-179.1239188943961,Venture Contract Virtual International,66,363
Egvekinot,66.32107591080295,-179.12157626269743,Medicine Inc,67,364
Egvekinot,66.32187527665619,-179.12020449865983,Atlantic Inc,68,365
Egvekinot,66.32022746439822,-179.12352914558994,General Venture Speed LLC,69,366
Egvekinot,66.32382586492585,-179.1229495235696,Solutions Construction Industries,70,367
